"","Date","MAPE","RMSE","peak","peak_pred"
"294",2017-10-21,2.85259380786909,376.381540875671,"19","21"
"295",2017-10-22,3.31077138009657,392.76590594977,"18","18"
"296",2017-10-23,12.0236210008231,2244.75423769214,"16","18"
"297",2017-10-24,19.5981059345344,2910.14022298594,"16","17"
"298",2017-10-25,5.74455642734332,903.748280348231,"16","16"
"299",2017-10-26,6.32678184715876,1068.0987460468,"16","16"
"300",2017-10-27,2.7571750620453,454.199801321549,"16","16"
"301",2017-10-28,3.8932147506315,626.900620820907,"18","18"
"302",2017-10-29,3.05701864835725,455.535283399218,"19","20"
"303",2017-10-30,3.22387340421854,463.746477699025,"19","18"
"304",2017-10-31,4.45416543800806,647.332010226884,"18","19"
"305",2017-11-01,3.00222934851113,427.128527278929,"18","19"
"306",2017-11-02,2.81183647324566,425.517038743165,"19","18"
"307",2017-11-03,3.79721296435484,502.076853987706,"18","18"
"308",2017-11-04,3.35451145186838,489.335759904492,"19","19"
"309",2017-11-05,2.8037521281005,373.075869067797,"18","19"
"310",2017-11-06,2.76702249213682,384.32880408542,"17","18"
"311",2017-11-07,2.49499497048692,325.234613971391,"17","18"
"312",2017-11-08,3.51350902039766,484.237663670021,"17","18"
"313",2017-11-09,1.95553919898202,291.780914821248,"17","18"
"314",2017-11-10,1.25901072776167,193.157331922517,"17","17"
"315",2017-11-11,1.46781579096338,195.039425744425,"18","18"
"316",2017-11-12,3.03196239998771,334.644086045675,"18","19"
"317",2017-11-13,1.29479178817967,161.803559811834,"17","18"
"318",2017-11-14,0.903913404274645,140.572456400433,"17","18"
"319",2017-11-15,2.64908095960896,354.861717834446,"17","18"
"320",2017-11-16,3.37671716732155,455.57325247021,"17","17"
"321",2017-11-17,3.49131109645706,421.619645697892,"17","17"
"322",2017-11-18,1.97894463591598,221.541157033809,"17","17"
"323",2017-11-19,1.86052497604439,234.101640093534,"18","19"
"324",2017-11-20,0.738411075927499,102.965134387431,"17","17"
"325",2017-11-21,1.77222875188587,281.423586929683,"17","17"
"326",2017-11-22,3.33578337791728,531.215789572099,"17","17"
"327",2017-11-23,4.82126870194285,772.033731470868,"15","17"
"328",2017-11-24,7.87524896553252,980.930237716759,"17","17"
"329",2017-11-25,2.69435003605266,359.858271838156,"17","18"
"330",2017-11-26,2.17112227773101,285.528622271192,"17","18"
"331",2017-11-27,2.65973304850039,354.935069183543,"18","17"
"332",2017-11-28,4.45056097643186,543.694602268007,"17","18"
"333",2017-11-29,2.50564989799296,329.377185238223,"17","18"
"334",2017-11-30,2.91927921835413,400.701594046607,"17","17"
"335",2017-12-01,2.0342507990961,246.210209112582,"17","17"
"336",2017-12-02,0.843645273286819,117.431874229814,"17","17"
"337",2017-12-03,2.76116965874766,345.616953633,"18","17"
"338",2017-12-04,1.90571947360018,238.612224107141,"18","18"
"339",2017-12-05,2.69002570533028,400.222490019485,"18","18"
"340",2017-12-06,1.44166597992598,200.838403150632,"18","18"
"341",2017-12-07,0.987340279158364,138.355006062331,"17","17"
"342",2017-12-08,1.42775776744267,195.775828832198,"17","17"
"343",2017-12-09,1.93426198283279,236.631958980909,"18","18"
"344",2017-12-10,1.93786815304902,221.006444769388,"18","17"
"345",2017-12-11,1.33657366289022,184.209546164271,"18","17"
"346",2017-12-12,1.67795675821386,209.998673106677,"17","17"
"347",2017-12-13,1.41483496783551,186.676221130335,"17","17"
"348",2017-12-14,0.960892150444251,146.17922858938,"18","17"
"349",2017-12-15,0.919931106897287,136.370880922851,"17","17"
"350",2017-12-16,1.49158727602739,197.180908737497,"18","18"
"351",2017-12-17,0.99616920172886,122.653571399517,"18","18"
"352",2017-12-18,1.09413616644742,150.766879868369,"18","18"
"353",2017-12-19,1.1739193133356,201.499401988235,"19","19"
"354",2017-12-20,1.85994200232456,252.679531753974,"18","18"
"355",2017-12-21,2.91272263830891,475.922076335621,"18","18"
"356",2017-12-22,3.24932439966483,436.390503359769,"18","18"
"357",2017-12-23,1.40397393900944,196.198750153626,"18","18"
"358",2017-12-24,1.30469036297249,232.797761727436,"17","18"
"359",2017-12-25,3.98842823263211,543.996531971935,"18","19"
"360",2017-12-26,4.45387358059166,559.329295666691,"18","17"
"361",2017-12-27,1.15855432537464,232.816031377948,"18","19"
"362",2017-12-28,2.22279932532151,274.030528619871,"18","17"
"363",2017-12-29,2.02402447505154,266.902639592793,"18","18"
"364",2017-12-30,3.05984111234222,393.116330320562,"18","18"
"365",2017-12-31,1.72742689734559,190.814345014046,"18","18"
